marca,modelo,ano_vehic,antiguedad,rango_antiguedad,km,combustible,puertas,cv,transmision,ubicacion,particular,precio,segmento_precio,precio_por_cv,stats_visto,stats_favorito,stats_contactado,engagement_score
TOYOTA,LAND CRUISER 3. 0 D4D KX,2007.0,14,Clásico (>12a),304.657,Diesel,5.0,166.0,manual,Salamanca,Profesional,12.0,Medio (10-20K),72.29,169238,12,10,85979.0
FORD,MONDEO 1. 5 TDCI 88KW 120CV BUSINESS,2017.0,4,Reciente (4-7a),97.249,Diesel,5.0,120.0,manual,Vizcaya,Profesional,12.4,Medio (10-20K),103.33,1080,0,0,540.0
RENAULT,TALISMAN SPORT TOURER 1. 6 ZEN ENERGY DCI 130,2016.0,5,Reciente (4-7a),93.072,Diesel,5.0,130.0,manual,Vizcaya,Profesional,11.74,Medio (10-20K),90.31,1083,0,0,542.0
OPEL,CABRIO 1. 6 T 125KW 170CV EXCELLENCE AUTO,2017.0,4,Reciente (4-7a),72.626,Gasolina,2.0,170.0,automat,Vizcaya,Profesional,13.56,Medio (10-20K),79.76,830,0,0,415.0
PEUGEOT,E208,2021.0,0,Casi nuevo (0-3a),82.6,Híbrido,5.0,136.0,automat,Malaga,Profesional,27.5,Premium (20-35K),202.21,8096,0,0,4048.0
BMW,COMPACT 320TD COMPACT,2004.0,17,Clásico (>12a),350.0,Diesel,3.0,150.0,manual,Madrid,Profesional,2.498,Económico (<5K),16.65,70398,10,2,35699.0
MERCEDES-BENZ,CLASE E E 220 D,2016.0,5,Reciente (4-7a),68.0,Diesel,4.0,194.0,automat,Murcia,Profesional,36.49,Lujo (>35K),188.09,2353,0,0,1176.0
NISSAN,NOTE 5P. 1. 5DCI 90CV ACENTA,2016.0,5,Reciente (4-7a),123.0,Diesel,5.0,90.0,manual,Granada,Profesional,6.99,Accesible (5-10K),77.67,3705,0,0,1852.0
FIAT,500 LOUNGE 09 63KW 85 CV,2019.0,2,Casi nuevo (0-3a),40.89,Gasolina,3.0,85.0,manual,Las Palmas,Profesional,9.99,Accesible (5-10K),117.53,6497,2,0,3308.0
DACIA,SANDERO AMBIANCE 1. 2 16V 75CV E5,2012.0,9,Seminuevo (8-12a),140.0,Gasolina,5.0,75.0,manual,Madrid,Profesional,3.498,Económico (<5K),46.64,15865,1,1,8062.0
MINI,MINI ONE,2004.0,17,Clásico (>12a),148.0,Gasolina,3.0,90.0,manual,Barcelona,Profesional,4.9,Económico (<5K),54.44,3181,0,0,1590.0
PEUGEOT,2008 ALLURE 1. 2 PURETECH 81KW 110CV SS,2017.0,4,Reciente (4-7a),51.0,Gasolina,5.0,110.0,manual,Madrid,Profesional,11.9,Medio (10-20K),108.18,19882,3,1,10131.0
HYUNDAI,TUCSON 1. 7CRDI 85KW 115CV BD 25 ANIVERSA. 4X2,2018.0,3,Casi nuevo (0-3a),35.0,Diesel,5.0,115.0,manual,Madrid,Profesional,19.5,Medio (10-20K),169.57,22577,1,1,11418.0
FORD,FIESTA 1. 6 TDCI DPF TITANIUM,2011.0,10,Seminuevo (8-12a),105.495,Diesel,5.0,95.0,manual,Murcia,Profesional,6.89,Accesible (5-10K),72.53,3367,1,1,1814.0
RENAULT,CLIO EXPRESSION 1. 2 16V 75CV 5P. ECO2,2009.0,12,Seminuevo (8-12a),45.0,Gasolina,5.0,75.0,manual,Zaragoza,Profesional,5.49,Accesible (5-10K),73.2,9899,1,0,4980.0
NISSAN,PRIMERA 1. 9 DCI VISIA,2006.0,15,Clásico (>12a),170.0,Diesel,5.0,120.0,manual,Madrid,Profesional,2.998,Económico (<5K),24.98,31497,3,1,15938.0
FIAT,PANDA 1. 2 POP 51KW 69CV EU6,2017.0,4,Reciente (4-7a),62.0,Gasolina,5.0,69.0,manual,Baleares,Profesional,6.6,Accesible (5-10K),95.65,13800,3,1,7090.0
BMW,COMPACT 320TD COMPACT,2004.0,17,Clásico (>12a),350.0,Diesel,3.0,150.0,manual,Madrid,Profesional,2.498,Económico (<5K),16.65,70400,10,2,35700.0
OPEL,GRANDLAND X,2019.0,2,Casi nuevo (0-3a),11.0,Diesel,5.0,130.0,manual,Jaen,Profesional,20.9,Premium (20-35K),160.77,96289,3,0,48234.0
FORD,FOCUS CMAX 1. 6 TDCI TREND,2003.0,18,Clásico (>12a),180.0,Diesel,5.0,109.0,manual,Zaragoza,Profesional,2.999,Económico (<5K),27.51,10908,0,0,5454.0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,2,Casi nuevo (0-3a),25.9,Gasolina,3.0,69.0,manual,Valencia,Profesional,9.0,Accesible (5-10K),130.43,44496,0,0,22248.0
FORD,FIESTA 1. 0 ECOBOOST 100CV POWERSHIFT TREND 5P,2015.0,6,Reciente (4-7a),78.0,Gasolina,5.0,100.0,manual,Castellon,Profesional,8.5,Accesible (5-10K),85.0,10859,0,0,5430.0
RENAULT,CAPTUR ZEN BLUE DCI 85KW 115CV EDC,2020.0,1,Casi nuevo (0-3a),11.338,Diesel,5.0,115.0,automat,Cantabria,Profesional,19.99,Medio (10-20K),173.83,8544,2,1,4432.0
OPEL,INSIGNIA GS 1. 6 CDTI 100KW TURBO D EXCELLENCE,2018.0,3,Casi nuevo (0-3a),73.79,Diesel,5.0,136.0,manual,Cantabria,Profesional,16.49,Medio (10-20K),121.25,7900,1,0,3980.0
NISSAN,JUKE 1. 2 DIGT NTEC 4X2 EXT1 BLANCO,2014.0,7,Reciente (4-7a),135.0,Gasolina,5.0,115.0,manual,Lleida,Profesional,9.9,Accesible (5-10K),86.09,10336,3,0,5258.0
CITROEN,BERLINGO MULTISPACE LIVE BLUEHDI 75,2016.0,5,Reciente (4-7a),133.0,Diesel,4.0,75.0,manual,Ciudad Real,Profesional,7.99,Accesible (5-10K),106.53,82039,11,6,41950.0
PEUGEOT,407 SW SPORT 2. 2 HDI 170CV FAP,2008.0,13,Clásico (>12a),185.0,Diesel,5.0,170.0,manual,Zaragoza,Profesional,4.999,Económico (<5K),29.41,27127,2,1,13724.0
MERCEDES-BENZ,CLASE E CABRIO E 220 CDI,2014.0,7,Reciente (4-7a),122.0,Diesel,2.0,170.0,automat,Zaragoza,Profesional,24.999,Premium (20-35K),147.05,35484,17,3,18552.0
AUDI,A3 S LINE 30 TFSI 85KW S TRONIC SPORTBACK,2018.0,3,Casi nuevo (0-3a),68.657,Gasolina,5.0,116.0,manual,Vizcaya,Profesional,18.11,Medio (10-20K),156.12,1052,0,0,526.0
RENAULT,KADJAR BUSINESS ENERGY DCI 81KW 110CV EDC,2018.0,3,Casi nuevo (0-3a),97.5,Diesel,5.0,110.0,manual,Vizcaya,Profesional,13.92,Medio (10-20K),126.55,812,0,0,406.0
AUDI,A1 SPORTBACK 1. 0 TFSI ATTRACTION,2016.0,5,Reciente (4-7a),112.833,Gasolina,5.0,95.0,manual,Vizcaya,Profesional,12.51,Medio (10-20K),131.68,1316,0,0,658.0
SAAB,93 SPORT HATCH LINEAR SPORT 1. 9 TID,2007.0,14,Clásico (>12a),100.0,Diesel,5.0,150.0,manual,Madrid,Profesional,4.998,Económico (<5K),33.32,13703,2,1,7012.0
DACIA,SANDERO STEPWAY TCE 90,2014.0,7,Reciente (4-7a),65.9,Gasolina,5.0,90.0,manual,Las Palmas,Profesional,7.49,Accesible (5-10K),83.22,7802,1,0,3931.0
FIAT,500 0. 9 TURBO TWINAIR 77KW 105CV LOUNGE,2017.0,4,Reciente (4-7a),66.42,Gasolina,3.0,105.0,manual,Las Palmas,Profesional,8.49,Accesible (5-10K),80.86,8317,5,0,4308.0
SUZUKI,SWIFT 1. 2 GLE MILD HYBRID,2021.0,0,Casi nuevo (0-3a),1.0,Híbrido,5.0,83.0,manual,Madrid,Profesional,13.55,Medio (10-20K),163.25,22508,1,0,11284.0
BMW,SERIE 1 114I,2014.0,7,Reciente (4-7a),219.0,Gasolina,3.0,102.0,manual,Tarragona,Profesional,8.1,Accesible (5-10K),79.41,44273,2,0,22196.0
SUZUKI,SWACE,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,122.0,automat,Madrid,Profesional,20.99,Premium (20-35K),172.05,19417,1,0,9738.0
SUZUKI,VITARA 1. 4 T GLE MID HYBRID,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,129.0,manual,Madrid,Profesional,20.19,Premium (20-35K),156.51,31114,0,0,15557.0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,129.0,manual,Madrid,Profesional,20.69,Premium (20-35K),160.39,25680,0,0,12840.0
SEAT,IBIZA SC 1. 2 12V 70CV REFERENCE,2014.0,7,Reciente (4-7a),45.0,Gasolina,3.0,70.0,manual,Madrid,Profesional,6.9,Accesible (5-10K),98.57,24681,1,0,12370.0
CITROEN,C4 PICASSO PURETECH 130 SS 6V INTENSIVE,2015.0,6,Reciente (4-7a),97.0,Gasolina,5.0,130.0,manual,Madrid,Profesional,10.49,Medio (10-20K),80.69,18630,0,0,9315.0
HYUNDAI,I30 1. 6 GDI BLUEDRIVE TECNO,2014.0,7,Reciente (4-7a),100.0,Gasolina,5.0,135.0,manual,Madrid,Profesional,9.9,Accesible (5-10K),73.33,15069,0,0,7534.0
FORD,CMAX 1. 0 ECOBOOST 125 AUTO STARTST. TITANIUM,2018.0,3,Casi nuevo (0-3a),61.01,Gasolina,5.0,125.0,manual,Barcelona,Profesional,12.69,Medio (10-20K),101.52,10844,1,0,5452.0
KIA,CARENS 1. 7 CRDI VGT 136CV EMOTION ECODYNAM 7PL,2015.0,6,Reciente (4-7a),39.5,Diesel,5.0,136.0,manual,Murcia,Profesional,14.49,Medio (10-20K),106.54,4177,0,0,2088.0
KIA,STONIC,2019.0,2,Casi nuevo (0-3a),11.5,Gasolina,5.0,120.0,manual,Sevilla,Profesional,16.99,Medio (10-20K),141.58,12958,1,0,6509.0
RENAULT,TALISMAN ZEN BLUE DCI 110 KW 150CV,2019.0,2,Casi nuevo (0-3a),18.051,Diesel,4.0,150.0,manual,Cantabria,Profesional,21.99,Premium (20-35K),146.6,6636,0,0,3318.0
LAND-ROVER,RANGE ROVER VELAR,2020.0,1,Casi nuevo (0-3a),7.6,Diesel,5.0,240.0,automat,Alicante,Profesional,65.9,Lujo (>35K),274.58,180795,8,1,90738.0
NISSAN,QASHQAI DIGT 116 KW 160 CV E6D DCT NSTYLE,2020.0,1,Casi nuevo (0-3a),3.365,Gasolina,5.0,158.0,manual,Barcelona,Profesional,20.69,Premium (20-35K),130.95,10981,0,0,5490.0
CITROEN,C3 AIRCROSS,2018.0,3,Casi nuevo (0-3a),35.022,Diesel,5.0,102.0,manual,Sevilla,Profesional,15.7,Medio (10-20K),153.92,269622,1,1,134941.0
MAZDA,CX3 2. 0 SKYACTIV GE 88KW STYLE 2WD,2016.0,5,Reciente (4-7a),75.457,Gasolina,5.0,120.0,manual,Las Palmas,Profesional,11.99,Medio (10-20K),99.92,122950,13,1,61965.0
RENAULT,TWINGO VIBES 60 KW R80 BATERIA 20KWH,2020.0,1,Casi nuevo (0-3a),65.0,Híbrido,5.0,82.0,automat,Cantabria,Profesional,19.99,Medio (10-20K),243.78,6531,1,0,3296.0
MERCEDES-BENZ,CLASE E E 300 BLUETEC HYBRID AVANTGARDE PLUS,2014.0,7,Reciente (4-7a),130.0,Híbrido,4.0,231.0,automat,Madrid,Profesional,22.499,Premium (20-35K),97.4,24592,3,0,12386.0
PEUGEOT,307 2. 0 HDI 90 XR,2002.0,19,Clásico (>12a),340.0,Diesel,5.0,90.0,manual,Madrid,Profesional,1.298,Económico (<5K),14.42,55783,13,7,28982.0
CITROEN,C4 PICASSO 1. 6 HDI CMP EXCLUSIVE PLUS,2008.0,13,Clásico (>12a),110.0,Diesel,5.0,110.0,automat,Baleares,Profesional,5.8,Accesible (5-10K),52.73,202585,7,2,101702.0
RENAULT,TALISMAN ZEN BLUE DCI 110 KW 150CV,2019.0,2,Casi nuevo (0-3a),13.361,Diesel,4.0,150.0,manual,Cantabria,Profesional,18.99,Medio (10-20K),126.6,7106,0,0,3553.0
PEUGEOT,508 SW ACTIVE PURETECH 132KW180CV SS EAT8,2020.0,1,Casi nuevo (0-3a),1.0,Gasolina,5.0,180.0,automat,Barcelona,Profesional,22.39,Premium (20-35K),124.39,12042,2,0,6081.0
HYUNDAI,I10 1. 2 LINK,2018.0,3,Casi nuevo (0-3a),95.207,Gasolina,5.0,87.0,manual,Jaen,Profesional,6.9,Accesible (5-10K),79.31,111037,8,3,56058.0
PEUGEOT,208 5P ACTIVE BLUEHDI 55KW 75CV,2018.0,3,Casi nuevo (0-3a),68.354,Diesel,5.0,75.0,manual,Barcelona,Profesional,7.99,Accesible (5-10K),106.53,29194,3,0,14687.0
PEUGEOT,308 5P ALLURE 1. 6 BLUEHDI 120,2016.0,5,Reciente (4-7a),98.792,Diesel,5.0,120.0,manual,Barcelona,Profesional,9.79,Accesible (5-10K),81.58,21994,5,1,11247.0
KIA,CEED TOURER,2019.0,2,Casi nuevo (0-3a),24.2,Diesel,5.0,136.0,automat,Sevilla,Profesional,21.99,Premium (20-35K),161.69,48600,5,0,24450.0
RENAULT,ZOE INTENS 80 KW R110 BATERIA 50KWH,2020.0,1,Casi nuevo (0-3a),11.539,Híbrido,5.0,108.0,automat,Cantabria,Profesional,14.49,Medio (10-20K),134.17,7868,2,0,3994.0
PEUGEOT,208 PURETECH 73KW 100CV ALLURE,2020.0,1,Casi nuevo (0-3a),22.055,Gasolina,5.0,100.0,manual,Cantabria,Profesional,14.29,Medio (10-20K),142.9,9235,0,1,4718.0
PEUGEOT,308 SW BUSINESS LINE BLUEHDI 73KW 100CV,2018.0,3,Casi nuevo (0-3a),76.0,Diesel,5.0,100.0,manual,Castellon,Profesional,13.0,Medio (10-20K),130.0,6777,0,0,3388.0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,2,Casi nuevo (0-3a),19.25,Gasolina,3.0,69.0,manual,Valencia,Profesional,9.0,Accesible (5-10K),130.43,50750,1,0,25405.0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,2,Casi nuevo (0-3a),22.7,Gasolina,3.0,69.0,manual,Valencia,Profesional,9.0,Accesible (5-10K),130.43,43057,2,1,21688.0
AUDI,A3 30 TFSI 85KW 116CV S TRONIC SPORTBACK,2019.0,2,Casi nuevo (0-3a),19.807,Gasolina,5.0,116.0,automat,Lleida,Profesional,23.9,Premium (20-35K),206.03,7969,0,0,3984.0
MINI,MINI ONE D,2016.0,5,Reciente (4-7a),130.155,Diesel,3.0,95.0,manual,Madrid,Profesional,11.49,Medio (10-20K),120.95,175,0,0,88.0
PEUGEOT,2008 ALLURE 1. 6 BLUEHDI 88KW 120CV SS,2017.0,4,Reciente (4-7a),132.0,Diesel,5.0,120.0,manual,Castellon,Profesional,12.8,Medio (10-20K),106.67,7819,0,0,3910.0
MERCEDES-BENZ,CLASE V 220 D CLASE V LARGO,2018.0,3,Casi nuevo (0-3a),37.967,Diesel,4.0,163.0,automat,Barcelona,Profesional,35.9,Lujo (>35K),220.25,124312,3,0,62246.0
PEUGEOT,308 CONFORT 1. 6 VTI 120,2008.0,13,Clásico (>12a),135.0,Gasolina,5.0,120.0,manual,Zaragoza,Profesional,5.3,Accesible (5-10K),44.17,48514,3,0,24347.0
TOYOTA,RAV4 2. 2 D4D ADVANCE 4X2,2011.0,10,Seminuevo (8-12a),155.0,Diesel,5.0,150.0,manual,Zaragoza,Profesional,9.998,Accesible (5-10K),66.65,21376,4,0,10808.0
VOLKSWAGEN,PASSAT VARIANT ADVANCE 2. 0 TDI 110KW150CV BMT,2016.0,5,Reciente (4-7a),182.0,Diesel,5.0,150.0,manual,Castellon,Profesional,10.9,Medio (10-20K),72.67,19062,3,1,9721.0
RENAULT,MEGANE S. T. BOSE BLUE DCI 85 KW 115CV EDC,2019.0,2,Casi nuevo (0-3a),22.073,Diesel,5.0,115.0,automat,Cantabria,Profesional,17.99,Medio (10-20K),156.43,10355,0,0,5178.0
HYUNDAI,IX20 1. 4 MPI BLUEDRIVE 25 ANIVERSARIO,2018.0,3,Casi nuevo (0-3a),18.01,Gasolina,5.0,90.0,manual,Madrid,Profesional,11.79,Medio (10-20K),131.0,122641,2,0,61380.0
FIAT,500L 1. 6 16V MULTIJET II 105CV SS LOUNGE,2015.0,6,Reciente (4-7a),23.0,Diesel,5.0,105.0,manual,Valencia,Profesional,12.5,Medio (10-20K),119.05,18514,1,0,9287.0
FORD,KUGA 1. 6 ECOBOOST 150 ASS 4X2 TITANIUM,2015.0,6,Reciente (4-7a),128.733,Gasolina,5.0,150.0,manual,Segovia,Profesional,12.0,Medio (10-20K),80.0,26807,1,0,13434.0
FORD,KUGA STLINE X 2. 0 ECOBLUE MHEV 110KW 150CV,2020.0,1,Casi nuevo (0-3a),10.0,Híbrido,5.0,150.0,manual,Segovia,Profesional,27.9,Premium (20-35K),186.0,22296,0,0,11148.0
AUDI,S3,2018.0,3,Casi nuevo (0-3a),35.0,Gasolina,5.0,140.0,automat,Alicante,Profesional,38.99,Lujo (>35K),278.5,59047,3,1,29714.0
NISSAN,QASHQAI DCI 85 KW 115 CV E6D ACENTA,2019.0,2,Casi nuevo (0-3a),19.164,Diesel,5.0,115.0,manual,Jaen,Profesional,20.5,Premium (20-35K),178.26,154833,3,0,77506.0
SSANGYONG,RODIUS 270XDI LIMITED,2012.0,9,Seminuevo (8-12a),125.0,Diesel,5.0,165.0,manual,Zaragoza,Profesional,9.9,Accesible (5-10K),60.0,15247,0,0,7624.0
BMW,SERIE 7 730LDA XDRIVE,2015.0,6,Reciente (4-7a),318.0,Diesel,4.0,265.0,automat,Zaragoza,Profesional,29.999,Premium (20-35K),113.2,104853,17,0,52936.0
MASERATI,GRANCABRIO 4. 7 V8 AUTOMATICO,2014.0,7,Reciente (4-7a),19.0,Gasolina,2.0,450.0,automat,Alicante,Profesional,73.8,Lujo (>35K),164.0,73055,6,4,37108.0
SEAT,IBIZA 1. 0 55KW 75CV STYLE,2018.0,3,Casi nuevo (0-3a),58.63,Gasolina,5.0,75.0,manual,Vizcaya,Profesional,9.8,Accesible (5-10K),130.67,974,0,0,487.0
CITROEN,C4 PICASSO BLUEHDI 100CV SS LIVE,2016.0,5,Reciente (4-7a),84.752,Diesel,5.0,99.0,manual,Vizcaya,Profesional,10.6,Medio (10-20K),107.07,745,0,0,372.0
HYUNDAI,I30 1. 0 TGDI TECNO TECH,2018.0,3,Casi nuevo (0-3a),21.0,Gasolina,5.0,120.0,manual,Vizcaya,Profesional,13.56,Medio (10-20K),113.0,725,0,0,362.0
CITROEN,CELYSEE PURETECH 60KW 82CV SHINE,2018.0,3,Casi nuevo (0-3a),82.447,Gasolina,4.0,82.0,manual,Vizcaya,Profesional,9.01,Accesible (5-10K),109.88,585,0,0,292.0
PEUGEOT,E2008,2020.0,1,Casi nuevo (0-3a),82.6,Híbrido,5.0,136.0,automat,Malaga,Profesional,30.7,Premium (20-35K),225.74,9204,1,0,4632.0
FORD,KUGA 2. 0 TDCI 2WD TREND,2010.0,11,Seminuevo (8-12a),127.0,Diesel,5.0,136.0,manual,Murcia,Profesional,11.49,Medio (10-20K),84.49,1910,0,0,955.0
SSANGYONG,RODIUS 270XDI,2009.0,12,Seminuevo (8-12a),110.0,Diesel,5.0,165.0,manual,Madrid,Profesional,6.998,Accesible (5-10K),42.41,10483,0,0,5242.0
TOYOTA,LAND CRUISER 90 3. 0 TD GX,1997.0,24,Clásico (>12a),350.0,Diesel,5.0,125.0,manual,Madrid,Profesional,6.998,Accesible (5-10K),55.98,23259,0,1,11730.0
HYUNDAI,I20 1. 2 MPI ESSENCE,2017.0,4,Reciente (4-7a),56.7,Gasolina,5.0,84.0,manual,Las Palmas,Profesional,7.49,Accesible (5-10K),89.17,5913,0,0,2956.0
OPEL,CORSA 1. 4 COLOR EDITION 66KW 90CV,2017.0,4,Reciente (4-7a),78.4,Gasolina,5.0,90.0,manual,Las Palmas,Profesional,7.99,Accesible (5-10K),88.78,6040,0,0,3020.0
RENAULT,TWINGO GT TCE 81KW 110CV 18,2018.0,3,Casi nuevo (0-3a),48.085,Gasolina,5.0,110.0,manual,Las Palmas,Profesional,9.99,Accesible (5-10K),90.82,7239,0,0,3620.0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,129.0,manual,Madrid,Profesional,21.4,Premium (20-35K),165.89,33599,0,0,16800.0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,129.0,manual,Madrid,Profesional,21.79,Premium (20-35K),168.91,29727,0,0,14864.0
SUZUKI,SWACE,2020.0,1,Casi nuevo (0-3a),2.5,Híbrido,5.0,122.0,automat,Madrid,Profesional,20.69,Premium (20-35K),169.59,20109,2,0,10114.0
SUZUKI,SWIFT 1. 2 GLX MILD HYBRID CVT,2020.0,1,Casi nuevo (0-3a),3.0,Híbrido,5.0,83.0,automat,Madrid,Profesional,15.17,Medio (10-20K),182.77,18091,1,0,9076.0
VOLKSWAGEN,GOLF 2. 0 TSI 230CV DSG GTI PERFORMANCE BMT,2014.0,7,Reciente (4-7a),98.0,Gasolina,3.0,230.0,automat,Pontevedra,Profesional,18.99,Medio (10-20K),82.57,44816,50,11,25008.0
SUZUKI,SCROSS 1. 4 DITC GLX MID HYBRID,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,129.0,manual,Madrid,Profesional,21.4,Premium (20-35K),165.89,15104,0,0,7552.0
PEUGEOT,308 SW STYLE 1. 2 PURETECH 96KW 130CV SS,2017.0,4,Reciente (4-7a),104.0,Gasolina,5.0,130.0,manual,Madrid,Profesional,10.5,Medio (10-20K),80.77,16256,0,0,8128.0
SUZUKI,ACROSS,2020.0,1,Casi nuevo (0-3a),1.0,Híbrido,5.0,306.0,automat,Madrid,Profesional,45.89,Lujo (>35K),149.97,14812,0,0,7406.0
